"Phone Flashlight: Wavelength (nm)","Phone Flashlight: Intensity (rel)","Fluorescent: Wavelength (nm)","Fluorescent: Intensity (rel)","Helium: Wavelength (nm)","Helium: Intensity (rel)","Incandescent Bulb: Wavelength (nm)","Incandescent Bulb: Intensity (rel)"
625.9,0.261401880251,625.9,0.174254554394,625.9,0.018519874876,625.9,0.265067478786
626.6,0.260210828819,626.6,0.164234463349,626.6,0.0178849300204,626.6,0.269865593449
627.4,0.25994973,627.4,0.160452769089,627.4,0.0172364215898,627.4,0.27341331604
628.1,0.259122351924,628.1,0.169555623373,628.1,0.016148792418,628.1,0.277740096471
628.9,0.25826106491,628.9,0.190841958919,628.9,0.0162615396353,628.9,0.282370361893
629.6,0.257022540966,629.6,0.204010494816,629.6,0.0162962962963,629.6,0.287237989878
630.4,0.256516450073,630.4,0.191369242898,630.4,0.0163581801073,630.4,0.292741410442
631.1,0.254597204208,631.1,0.153897323737,631.1,0.0162200011868,631.1,0.296521409255
631.9,0.253750328493,631.9,0.112659817061,631.9,0.0168854640862,631.9,0.299889414477
632.6,0.25134364165,632.6,0.0822273933352,632.6,0.0174475047261,632.6,0.303218424421
633.4,0.250511177234,633.4,0.0615480277714,633.4,0.0175407543043,633.4,0.30817082475
634.1,0.248239278418,634.1,0.0494866186855,634.1,0.0167583055704,634.1,0.312619677356
634.8,0.247683171842,634.8,0.0423038579894,634.8,0.0168049303595,634.8,0.317534777854
635.6,0.246863423277,635.6,0.038069479413,635.6,0.016902418555,635.6,0.319439612421
636.3,0.246208980782,636.3,0.0362188991463,636.3,0.0174797182167,636.3,0.321636911574
637.1,0.244111712995,637.1,0.0342377694701,637.1,0.0171355425006,637.1,0.321862406009
637.8,0.241791493943,637.8,0.033464645694,637.8,0.0172728736977,637.8,0.323729093021
638.6,0.24053347236,638.6,0.0321320244483,638.6,0.0168269711689,638.6,0.325098166374
639.3,0.239634037792,639.3,0.0320514907217,639.3,0.016645558353,639.3,0.328957003467
640.1,0.238890584336,640.1,0.0322176445157,640.1,0.0161564219289,640.1,0.332537787272
640.8,0.237063740325,640.8,0.0324329662691,640.8,0.015996202199,640.8,0.336006671583
641.6,0.234645185355,641.6,0.0322167967922,641.6,0.0158758254707,641.6,0.335672668549
642.3,0.232670837466,642.3,0.0318370166917,642.3,0.016736264761,642.3,0.335810847469
643.1,0.230946567992,643.1,0.0318293871807,643.1,0.0170516178802,643.1,0.335097912057
643.8,0.229977620101,643.8,0.0317954782432,643.8,0.0173211939337,643.8,0.336108398396
644.6,0.228911184015,644.6,0.032019277231,644.6,0.0171524969694,644.6,0.336871349491
645.3,0.226634198859,645.3,0.0322151013453,645.3,0.0167956054017,645.3,0.335802370235
646.1,0.224800573061,646.1,0.0329814433339,646.1,0.016811712147,646.1,0.334767299916
646.8,0.223065283182,646.8,0.0334417571611,646.8,0.0163539414901,646.8,0.33329904292
647.6,0.222548171884,647.6,0.0351982401261,647.6,0.0166896399719,647.6,0.334458728584
648.3,0.221172316743,648.3,0.0384874070683,648.3,0.0166684468859,648.3,0.334806295194
649.1,0.219153039512,649.1,0.0423097920534,649.1,0.0172703305274,649.1,0.335001271585
649.8,0.21701762417,649.8,0.043692428982,649.8,0.0174059662776,649.8,0.335531098734
650.5,0.21578249112,650.5,0.0417596195417,650.5,0.0177001263108,650.5,0.335998194349
651.3,0.214532099048,651.3,0.0393249578258,651.3,0.0170075362614,651.3,0.336711129761
652,0.213282554699,652,0.037066622585,652,0.0175356679637,652,0.335984630774
652.8,0.211915176793,652.8,0.0359527139866,652.8,0.0171211312022,652.8,0.336151632291
653.5,0.210667327891,653.5,0.0341012859965,653.5,0.0173635801056,653.5,0.336077032629
654.3,0.20886252469,654.3,0.0328280053915,654.3,0.0170482269864,654.3,0.335565855395
655,0.207952069717,655,0.0315589634038,655,0.0169795613879,655,0.334863940388
655.8,0.206376999568,655.8,0.0301127472173,655.8,0.0169982113035,655.8,0.334037410035
656.5,0.205870060951,656.5,0.0297431397981,656.5,0.0167786509329,656.5,0.336477158092
657.3,0.204505226215,657.3,0.0291819468816,657.3,0.0174941295152,657.3,0.338946576469
658,0.203841458762,658,0.0289361070844,658,0.0182341920772,658,0.341604189449
658.8,0.202763154548,658.8,0.0280782109645,658.8,0.0193472529522,658.8,0.342614675788
659.5,0.201993421666,659.5,0.0278433915719,659.5,0.0195888541322,659.5,0.341998380848
660.3,0.20148902622,660.3,0.0288360757187,660.3,0.0196431084323,660.3,0.341136246111
661,0.200854929088,661,0.0305671269805,661,0.0196414129854,661,0.341662682367
661.8,0.200171663996,661.8,0.0311351016844,661.8,0.0199983045531,661.8,0.342948678823
662.5,0.199563846291,662.5,0.031120690386,662.5,0.0207341284979,662.5,0.345457940202
663.3,0.198091350678,663.3,0.0293811618897,663.3,0.0211452743657,663.3,0.345148521146
664,0.197420801438,664,0.0289810364267,664,0.0227779897086,664,0.345722429914
664.8,0.196406924205,664.8,0.0280892313692,664.8,0.0293707348914,664.8,0.346483685562
665.5,0.195760958945,665.5,0.0281578969677,665.5,0.0536037571103,665.5,0.349232004951
666.2,0.19413756856,666.2,0.0278535642532,666.2,0.103277807448,666.2,0.354223400558
667,0.191274806507,667,0.0277348829718,667,0.122136263066,667,0.355332222816
667.8,0.185356849182,667.8,0.0271287607131,667.8,0.110614006087,667.8,0.357200605275
668.5,0.180782533506,668.5,0.0263742868527,668.5,0.066573077999,668.5,0.356462238159
669.2,0.176905046498,669.2,0.0257715554877,669.2,0.0459233827556,669.2,0.357708391614
670,0.173732017667,670,0.0255570814577,670,0.0357413765333,670,0.358722268847
670.7,0.168170104185,670.7,0.0257096716767,670.7,0.0298658053797,670.7,0.361056899197
671.5,0.163917075693,671.5,0.0255714927562,671.5,0.0251804379339,671.5,0.364275705094
672.2,0.160021786492,672.2,0.0253756686419,672.2,0.022137110789,672.2,0.36561086951
672.9,0.157334503192,672.9,0.0253595618965,672.9,0.0206849605385,672.9,0.366985876928
673.7,0.154671803871,673.7,0.0256045539703,673.7,0.019868602867,673.7,0.370381857023
674.4,0.152837330349,674.4,0.0253654959606,674.4,0.018921695786,674.4,0.375089265278
675.2,0.150329764418,675.2,0.0249221366022,675.2,0.0179451183846,675.2,0.380940252452
675.9,0.146108949416,675.9,0.0250331883726,675.9,0.0176034858388,675.9,0.385698524113
676.7,0.1447195307,676.7,0.0252307079338,676.7,0.0177772691437,676.7,0.391985241135
677.4,0.142723989726,677.4,0.0257096716767,677.4,0.0175187134949,677.4,0.397198740283
678.1,0.141010740656,678.1,0.025484177242,678.1,0.0172338784195,678.1,0.402224892551
678.9,0.137761416715,678.9,0.0258063121487,678.9,0.0175288861762,678.9,0.407622347685
679.6,0.13525300306,679.6,0.0258317438519,679.6,0.0175899222638,679.6,0.413394496579
680.4,0.132098624145,680.4,0.0262742554869,680.4,0.0178484779126,680.4,0.417803506184
681.1,0.130766002899,681.1,0.0265209430076,681.1,0.0175983994981,681.1,0.424238574807
681.9,0.129228232581,681.9,0.0260335020303,681.9,0.0179603774065,681.9,0.430216720497
682.6,0.12916126243,682.6,0.0256130312047,682.6,0.0178416961251,682.6,0.437300297551
683.3,0.127036019769,683.3,0.0254680704967,683.3,0.0177204716733,683.3,0.444609369039
684.1,0.125344811509,684.1,0.0257011944423,684.1,0.0170973949459,684.1,0.452811941032
684.8,0.123463713198,684.8,0.0259529683036,684.8,0.0169719318769,684.8,0.463082110492
685.6,0.122043776438,685.6,0.0267074421641,685.6,0.017074506413,685.6,0.471483897493
686.3,0.120727261938,686.3,0.0280816018582,686.3,0.0174831091105,686.3,0.479401634411
687.1,0.119435331417,687.1,0.0286266880293,687.1,0.0176738468842,687.1,0.485290769139
687.8,0.118346854522,687.8,0.028436797979,687.8,0.0176823241186,687.8,0.490516984139
688.5,0.117195646092,688.5,0.0281053381145,688.5,0.0177204716733,688.5,0.495319337419
689.3,0.115616337326,689.3,0.027302544018,689.3,0.0171372379475,689.3,0.500747310597
690,0.114593982859,690,0.0268939413206,690,0.017468697812,690,0.505821783101
690.8,0.112550121648,690.8,0.0258520892144,690.8,0.0174169866823,690.8,0.511810101472
691.5,0.110682586913,691.5,0.0265302679654,691.5,0.0179680069174,691.5,0.51744491917
692.3,0.108258097878,692.3,0.0272092944398,692.3,0.0176017903919,692.3,0.525129532141
693,0.107050091978,693,0.0272440511008,693,0.0178730618923,693,0.529121461814
693.7,0.104476403618,693.7,0.0268634232768,693.7,0.0183800005086,693.7,0.529441053551
694.5,0.101761993167,694.5,0.0267905190611,694.5,0.0187682578436,694.5,0.527518416792
695.2,0.0992103456168,695.2,0.0278137212516,695.2,0.0192378966286,695.2,0.527314115443
696,0.0974716648441,696,0.0275695769012,696,0.0190861541331,696,0.527206454566
696.7,0.095494773785,696.7,0.0267345693141,696.7,0.0193514915694,696.7,0.526617286776
697.5,0.0929202377017,697.5,0.0252849622339,697.5,0.018970016022,697.5,0.526385858278
698.2,0.0913366903182,698.2,0.0249484160288,698.2,0.0195642701525,698.2,0.526834303977
698.9,0.088870662835,698.9,0.0244669091156,698.9,0.0201966718378,698.9,0.527924476319
699.7,0.0860350279325,699.7,0.0245915244611,699.7,0.0211122131516,699.7,0.526286674635
700.4,0.0831154684096,700.4,0.0245881335673,700.4,0.0216284767258,700.4,0.525919610386
701.2,0.0810173528988,701.2,0.0246974898909,701.2,0.0226618515975,701.2,0.522054839229
701.9,0.0790082483491,701.9,0.0252875054042,701.9,0.0242852419827,701.9,0.520344981053
702.7,0.077017793715,702.7,0.026626060714,702.7,0.0265181455202,702.7,0.516861685444
703.4,0.0753172604969,703.4,0.0286962013513,703.4,0.031064486322,703.4,0.513763256275
704.1,0.0737243881556,704.1,0.0321879741953,704.1,0.046720242788,704.1,0.509557700296
704.9,0.0716618770292,704.9,0.0367826352331,704.9,0.0702225274027,704.9,0.505354687487
705.6,0.0693857395963,705.6,0.0414900434882,705.6,0.0842320049507,705.6,0.500345489687
706.4,0.0678149080644,706.4,0.0450097912057,706.4,0.0791761823623,706.4,0.495584674856
707.1,0.0655786136331,707.1,0.046685740444,707.1,0.0613909446182,707.1,0.492469291218
707.9,0.0636992107695,707.9,0.046540779736,707.9,0.049209158804,707.9,0.489201317362
708.7,0.0609068097624,708.7,0.0448928053712,708.7,0.041166806541,708.7,0.485155133389
709.5,0.0589672185346,709.5,0.0424717072302,709.5,0.0355930249315,709.5,0.479243957851
710.2,0.0568351940863,710.2,0.0410602477048,710.2,0.029348694082,710.2,0.473196298839
711,0.0549439230945,711,0.0398869984656,711,0.0258653984724,711,0.46633567305
711.8,0.052046404381,711.8,0.036935225452,711.8,0.0233179895391,711.8,0.460299034443
712.6,0.0495524020244,712.6,0.0336163881895,712.6,0.0223202190517,712.6,0.452795834287
713.3,0.0471753855022,713.3,0.0302390580097,713.3,0.0212266558158,713.3,0.444364376966
714.1,0.0454316183888,714.1,0.0291463424972,714.1,0.020608665429,714.1,0.435797283894
714.9,0.0436700490832,714.9,0.0269261548113,714.9,0.0199745682968,714.9,0.429051948492
715.6,0.0422730008562,715.6,0.0254824817951,715.6,0.0195871586854,715.6,0.421492798589
716.4,0.0402486372846,716.4,0.023526783822,716.4,0.0190836109628,716.4,0.410092613786
717.2,0.0388626094623,717.2,0.0227367055772,717.2,0.0184240821274,717.2,0.396498520723
718,0.0374248705102,718,0.0218813526275,718,0.0184486661072,718,0.383819968973
718.7,0.0371544467333,718.7,0.0215244610598,718.7,0.0182494510991,718.7,0.371388104745
719.5,0.0359973042395,719.5,0.0217940371133,719.5,0.0180281952816,719.5,0.357117528378
720.3,0.0344459703466,720.3,0.0217313055789,720.3,0.0179035799361,720.3,0.341087078152
721.1,0.0326292990175,721.1,0.0215693904021,721.1,0.0181595924146,721.1,0.325594932309
721.8,0.0316993464052,721.8,0.0207818553275,721.8,0.0180926222629,721.8,0.311714308724
722.6,0.0308253435399,722.6,0.0205292337428,722.6,0.0175195612183,722.6,0.299814814815
723.4,0.0299301475887,723.4,0.0204461568458,723.4,0.0175093885371,723.4,0.287268507922
724.2,0.0289484838466,724.2,0.0208089824776,724.2,0.0182265625662,724.2,0.27716788315
724.9,0.0287891118402,724.9,0.0201384332375,724.9,0.0189895136611,724.9,0.264702957707
725.7,0.0278964590592,725.7,0.0198519027153,725.7,0.0185885404746,725.7,0.254793918432
726.5,0.0266443715402,726.5,0.0197094851776,726.5,0.0182062172037,726.5,0.243691284555
727.3,0.0253719386587,727.3,0.0199332841654,727.3,0.0184156048931,727.3,0.234808838365
728,0.0249463814925,728,0.0198849639294,728,0.0190429202377,728,0.225782279189
728.8,0.0243877317464,728.8,0.019820536948,728.8,0.0196380220917,728.8,0.217963725914
729.6,0.0240783126913,729.6,0.0200087315514,729.6,0.0193582733569,729.6,0.212266176683
730.4,0.023818909319,730.4,0.0203062824784,730.4,0.0188767664437,730.4,0.207894466909
731.1,0.0239604791333,731.1,0.0200180565092,731.1,0.0180621042191,731.1,0.202830167086
731.9,0.0237265074642,731.9,0.0201519968126,731.9,0.0181163585192,731.9,0.199176479065
732.7,0.0235349219671,732.7,0.0195068792757,732.7,0.0182748828022,732.7,0.197008002509
733.4,0.0231381873977,733.4,0.0198714003543,733.4,0.017905275383,733.4,0.197909980248
734.2,0.0224354246671,734.2,0.0195755448742,734.2,0.0174424183854,734.2,0.197632774684
735,0.0224549223061,735,0.0199434568466,735,0.0165658723498,735,0.196870671312
735.8,0.0224625518171,735.8,0.0196119969821,735.8,0.0162394988259,735.8,0.196639242813
736.5,0.0231161465883,736.5,0.0198307096293,736.5,0.0155952290125,736.5,0.19709192713
737.3,0.022844875088,737.3,0.0207114942821,737.3,0.0158834549816,737.3,0.199063731848
738.1,0.0227321278706,738.1,0.0212413214313,738.1,0.016044522435,738.1,0.198733119707
738.9,0.0223786271967,738.9,0.0212676008579,738.9,0.0159656841552,738.9,0.199134940617
739.6,0.022823682002,739.6,0.020831023287,739.6,0.0160284156897,739.6,0.199524893399
740.4,0.021925095157,740.4,0.0202655917533,740.4,0.0159504251333,740.4,0.201765426447
741.2,0.0215012334376,741.2,0.0207242101337,741.2,0.0162420419962,741.2,0.206246492544
742,0.0212621754279,742,0.0208327187338,742,0.0164073480668,742,0.211955062181
742.7,0.0222514686809,742.7,0.020885277587,742.7,0.0170083839848,742.7,0.220649313768
743.5,0.0224735722218,743.5,0.0205224519553,743.5,0.0173983367666,743.5,0.228483126065
744.3,0.0221777167417,744.3,0.0202427032205,744.3,0.0171643650975,744.3,0.235882903961
745.1,0.0223938862186,745.1,0.0204063138442,745.1,0.0166955740359,745.1,0.245635962124
745.8,0.0225854717157,745.8,0.0204029229504,745.8,0.016293753126,745.8,0.256924247434
746.6,0.0227126302315,746.6,0.0204181819723,746.6,0.0160216339022,746.6,0.268224400871
747.4,0.0220870103337,747.4,0.0205216042318,747.4,0.015290896298,747.4,0.276168417216
748.1,0.0219513745836,748.1,0.0205377109772,748.1,0.0153765163653,748.1,0.283877614167
748.9,0.0215122538423,748.9,0.0213133779236,748.9,0.0159173639192,748.9,0.291198553784
749.7,0.0211596008918,749.7,0.0218135347524,749.7,0.0160326543069,749.7,0.296819807906
750.5,0.0204975288862,750.5,0.0227375533006,750.5,0.0159385570052,750.5,0.30321079491
751.2,0.0209807312462,751.2,0.0232673804498,751.2,0.0158936276629,751.2,0.31066567483
752,0.0209069793071,752,0.0235818858456,752,0.0167625441876,752,0.317142281902
752.8,0.0216733212957,752.8,0.0233919957953,752.8,0.0165862177123,752.8,0.323732483914
753.6,0.0215258174173,753.6,0.0225018861847,753.6,0.0159377092817,753.6,0.330037850852
754.3,0.0212825207904,754.3,0.0223450573485,754.3,0.0153383688106,754.3,0.33836503819
755.1,0.02055517408,755.1,0.021978840823,755.1,0.0153468460449,755.1,0.34697621288
755.9,0.0202415164077,755.9,0.0226171765723,755.9,0.0153824504294,755.9,0.353714766495
756.7,0.0205958648051,756.7,0.0223289506032,756.7,0.0152052762307,756.7,0.361526537982
757.4,0.0209256292227,757.4,0.0225730949535,757.4,0.0151840831447,757.4,0.370461543026
758.2,0.021509710672,758.2,0.0222178988327,758.2,0.0156460924188,758.2,0.379277019065
759,0.021190966659,759,0.0227061875334,759,0.0160911472241,759,0.38660728364
759.8,0.0219886744149,759.8,0.0238735027085,759.8,0.0161191220976,759.8,0.391462195773
760.5,0.0216148283784,760.5,0.0245906767376,760.5,0.0158368301925,760.5,0.3982482219
761.3,0.0215758331002,761.3,0.0255163907327,761.3,0.0160148521146,761.3,0.403059052415
762.1,0.0200931648059,762.1,0.0250815086086,762.1,0.015768164594,762.1,0.409379678374
762.9,0.0198558022431,762.9,0.0255426701593,762.9,0.0159139730254,762.9,0.414905139747
763.6,0.0201321600841,763.6,0.0260131566678,763.6,0.0158317438519,763.6,0.422300679026
764.4,0.0205856921238,764.4,0.0283969549774,764.4,0.0159360138348,764.4,0.427870222019
765.2,0.0203212024109,765.2,0.0288191212499,765.2,0.0154892635826,765.2,0.432770063494
765.9,0.0199592245026,765.9,0.0289310207438,765.9,0.0152324033807,765.9,0.437269779507
766.7,0.0195294287192,766.7,0.0269838000051,766.7,0.0158113984894,766.7,0.442816433967
767.5,0.0195006061223,767.5,0.0265150089435,767.5,0.0157579919127,767.5,0.450179759755
768.3,0.0193386909455,768.3,0.0260970812882,768.3,0.0158936276629,768.3,0.45753715148
769,0.0195082356332,769,0.0261047107991,769,0.0155850563312,769,0.463937463442
769.8,0.0193997270331,769.8,0.0259877249646,769.8,0.0163132507651,769.8,0.470219941846
770.6,0.0201185965091,770.6,0.0254044912388,770.6,0.0162132193993,770.6,0.476327789222
771.4,0.0200617990387,771.4,0.0252196875291,771.4,0.0161216652679,771.4,0.481361571001
772.1,0.0198905589041,772.1,0.024038808779,772.1,0.015657960547,772.1,0.487780532879
772.9,0.0199939811636,772.9,0.0241803785933,772.9,0.0160131566678,772.9,0.494043513644
773.7,0.0198185024118,773.7,0.0236937853395,773.7,0.0159360138348,773.7,0.499360435052
774.5,0.0200651899324,774.5,0.0237115875317,774.5,0.0161632037164,774.5,0.501685740444
775.2,0.0192183142172,775.2,0.0231164856777,775.2,0.015940252452,775.2,0.506232928969
776,0.0200533218043,776,0.0222967371125,776,0.0166150403092,776,0.509372048863
776.8,0.0197617049414,776.8,0.0222373964718,776.8,0.0165251816247,776.8,0.513171545315
777.6,0.0200185651433,777.6,0.0214897043988,777.6,0.01651416122,777.6,0.512495062011
778.3,0.0192793503048,778.3,0.0211785898968,778.3,0.016224239804,778.3,0.514016725583
779.1,0.0191343895967,779.1,0.0205317769131,779.1,0.0166074107983,779.1,0.51508824801
779.9,0.0192437459203,779.9,0.0204520909099,779.9,0.0168049303595,779.9,0.516835406017
780.6,0.0192166187703,780.6,0.0203588413316,780.6,0.016425150259,780.6,0.516202156608
781.4,0.0191869484499,781.4,0.020297805244,781.4,0.016154726482,781.4,0.513545391352
782.2,0.0188724430542,782.2,0.0199807566779,782.2,0.0160877563304,782.2,0.512626459144
783,0.0187563049431,783,0.0198714003543,783,0.0162157625696,783,0.512642565889
783.7,0.0188639658198,783.7,0.0195840221086,783.7,0.0158342870222,783.7,0.510382535202
784.5,0.0186901825149,784.5,0.0193551367802,784.5,0.015462984156,784.5,0.505054593389
785.3,0.018460449463,785.3,0.0191762671346,785.3,0.01541466392,785.3,0.501078770462
786.1,0.0184689266974,786.1,0.0191601603893,786.1,0.0156257470563,786.1,0.499685960852
786.8,0.0185520035943,786.8,0.0194212592084,786.8,0.0158080075956,786.8,0.497211456135
787.6,0.0181120351297,787.6,0.0200519654468,787.6,0.0162657782525,787.6,0.490191458339
788.4,0.0179128201216,788.4,0.0204707408255,788.4,0.0159868772412,788.4,0.483540220239
789.2,0.0175805125336,789.2,0.0211387468952,789.2,0.015969075049,789.2,0.479371116367
789.9,0.0179899629545,789.9,0.0211946966422,789.9,0.015540126989,789.9,0.474844273204
790.7,0.018066258064,790.7,0.021944084162,790.7,0.015725778422,790.7,0.466797682324
791.5,0.018120512364,791.5,0.0220865016997,791.5,0.0157028898892,791.5,0.459748014208
792.3,0.0180993192781,792.3,0.0223874435204,792.3,0.0162394988259,792.3,0.455943431415
793,0.018369743055,793,0.0228918389665,793,0.0160758882022,793,0.453891940693
793.8,0.0183358341175,793.8,0.0231724354247,793.8,0.0161801581852,793.8,0.449246416249
794.6,0.0184977492943,794.6,0.0238709595382,794.6,0.0157045853361,794.6,0.444967956054
795.4,0.0174618312522,795.4,0.023679374041,795.4,0.0161513355883,795.4,0.441407517611
796.1,0.0170922238329,796.1,0.0237641463849,796.1,0.015401100345,796.1,0.439876529081
796.9,0.0171023965142,796.9,0.0236505514441,796.9,0.014709358019,796.9,0.436010910201
797.7,0.0181306850453,797.7,0.02428803947,797.7,0.0143609436857,797.7,0.429641116282
798.4,0.0185486127006,798.4,0.0243261870247,798.4,0.0154299229419,798.4,0.423399328603
799.2,0.0183451590753,799.2,0.0244635182218,799.2,0.0161165789273,799.2,0.419103913939
800,0.0179874197842,800,0.0239294524554,800,0.0160843654366,800,0.417153302307
800.8,0.0180603239999,800.8,0.0241922467214,800.8,0.0158665005129,800.8,0.412187338403
801.5,0.0183129455846,801.5,0.0242456532981,801.5,0.015698651272,801.5,0.407676601985
802.3,0.0182332595814,802.3,0.0253536278325,802.3,0.0159800954537,802.3,0.404946084789
803.1,0.0180018310826,803.1,0.0269965158567,803.1,0.0159521205802,803.1,0.405906555445
803.9,0.0179840288904,803.9,0.0280714291769,803.9,0.0156876308673,803.9,0.405403007723
804.6,0.0181001670015,804.6,0.0288191212499,804.6,0.0156740672923,804.6,0.40355327518
805.4,0.0181679848766,805.4,0.0291827946051,805.4,0.0153621050668,805.4,0.401434814306
806.2,0.0187791934759,806.2,0.0298736892076,806.2,0.0159207548129,806.2,0.401773055958
807,0.0186486440664,807,0.0296049608776,807,0.0156443969719,807,0.399980968609
807.7,0.0182578435611,807.7,0.0282748828022,807.7,0.0157486669549,807.7,0.398108347533
808.5,0.0176813916228,808.5,0.0268608801065,808.5,0.0155248679671,808.5,0.394420750574
809.3,0.0180111560405,809.3,0.0264310843231,809.3,0.0155435178827,809.3,0.395756762714
810.1,0.018128141875,810.1,0.0263480074261,810.1,0.0155740359265,810.1,0.394739494587
810.8,0.0177169960072,810.8,0.0263454642557,810.8,0.0153892322169,810.8,0.393749353611
811.6,0.0175440604257,811.6,0.0270482269864,811.6,0.0154350092826,811.6,0.3918682553
812.4,0.0172320982003,812.4,0.0283621983164,812.4,0.0154502683045,812.4,0.39382310555
813.1,0.0171346100048,813.1,0.029895730017,813.1,0.0158071598722,813.1,0.396908818867
813.9,0.0162996024177,813.9,0.030104269983,813.9,0.0155681018624,813.9,0.395748285479
814.7,0.0164106541882,814.7,0.0299686342328,814.7,0.0156621991641,814.7,0.393006747879
815.5,0.0170837465985,815.5,0.0286690742012,815.5,0.0152875054042,815.5,0.389699778744
816.2,0.0174838720616,816.2,0.0275483838153,816.2,0.0156918694845,816.2,0.390605147377
817,0.0178661953324,817,0.0266574264812,817,0.0154714613904,817,0.389597204208
817.8,0.0166887074761,817.8,0.0263327484042,817.8,0.0155045226045,817.8,0.386952307079
818.6,0.0171108737485,818.6,0.026119969821,818.6,0.0154680704967,818.6,0.383436797979
819.3,0.0171261327704,819.3,0.025725778422,819.3,0.0154655273264,819.3,0.382375448234
820.1,0.0173228046082,820.1,0.0251756059103,820.1,0.0150153861804,820.1,0.382619592584
820.9,0.0171396963455,820.9,0.0244914930953,820.9,0.0141151038885,820.9,0.380206123954
821.7,0.016599696515,821.7,0.0237014148504,821.7,0.0140108339055,821.7,0.376982231717
822.4,0.0170345786391,822.4,0.0233436755593,822.4,0.0143694209201,822.4,0.373194603393
823.2,0.0168582521638,823.2,0.0232843349186,823.2,0.0152595305308,823.2,0.37100239058
824,0.0171888643049,824,0.0226943194052,824,0.0155240202436,824,0.365744809813
824.8,0.0170812034282,824.8,0.0224035502658,824.8,0.0151628900587,824.8,0.360420258895
825.5,0.0170574671719,825.5,0.0218152301993,825.5,0.0150391224367,825.5,0.354187796173
826.3,0.0171583462611,826.3,0.0218788094572,826.3,0.0150340360961,826.3,0.35198541068
827.1,0.0169116587405,827.1,0.0218915253088,827.1,0.0156028585234,827.1,0.347150843909
827.8,0.0168014546934,827.8,0.0218347278384,827.8,0.0150323406492,827.8,0.342746072921
828.6,0.0167056619448,828.6,0.0217338487492,828.6,0.0143405983232,828.6,0.337441019642
829.4,0.0168709680154,829.4,0.0219008502666,829.4,0.0145067521172,829.4,0.3342603613
830.2,0.017152412197,830.2,0.0221475377873,830.2,0.0149272229428,830.2,0.332477598908
830.9,0.0172287073065,830.9,0.0221941625764,830.9,0.0157384942736,830.9,0.327459076151
831.7,0.0170871374923,831.7,0.0219050888838,831.7,0.0150102998398,831.7,0.323033112078
832.6,0.0166446258573,832.6,0.0213430482439,832.6,0.0147051194018,832.6,0.31712702288
833.4,0.0166030874088,833.4,0.0210022634216,833.4,0.0148399074286,833.4,0.31275616083
834.3,0.0166488644745,834.3,0.0211039902342,834.3,0.0153103939371,834.3,0.308112331833
835.1,0.0164538880836,835.1,0.0207377737087,835.1,0.0155621677984,835.1,0.301404296262
836,0.0166810779651,836,0.0205792494257,836,0.0151781490806,836,0.295171833541
836.8,0.0168794452498,836.8,0.020380882141,836.8,0.015151869654,836.8,0.288183201512
837.7,0.0174652221459,837.7,0.020782703051,837.7,0.0151662809525,837.7,0.281702355823
838.5,0.0167505912871,838.5,0.0210539745513,838.5,0.0153985571747,838.5,0.276436297822
839.4,0.01680060697,839.4,0.0208301755635,839.4,0.015408729856,839.4,0.270266566635
840.2,0.0173202614379,840.2,0.0206987784305,840.2,0.0153612573434,840.2,0.266322957198
841.1,0.0172159914549,841.1,0.0209802226122,841.1,0.0154604409857,841.1,0.259757339166
841.9,0.016932004103,841.9,0.0215931266584,841.9,0.0154850249655,841.9,0.254125064639
842.8,0.0158859133796,842.8,0.0216795944491,842.8,0.0155842086078,842.8,0.246774454702
843.6,0.0162690843739,843.6,0.0213888253096,843.6,0.0150611632461,843.6,0.239286513568
844.5,0.0164488017429,844.5,0.020933597823,844.5,0.0151628900587,844.5,0.231682434323
845.3,0.0159088019125,845.3,0.0205995947882,845.3,0.0149763909022,845.3,0.224124979867
846.2,0.0160461331095,846.2,0.0205826403194,846.2,0.0152764849995,846.2,0.216679424904
847,0.0158002933123,847,0.0211319651077,847,0.0148119325551,847,0.210066334359
847.9,0.0165098378305,847.9,0.0215761721896,847.9,0.0149780863491,847.9,0.202759806041
848.7,0.0162741707145,848.7,0.0214125615659,848.7,0.0145932199079,848.7,0.195778803523
849.6,0.0162546730755,849.6,0.0207157328993,849.6,0.0152764849995,849.6,0.188230674025
850.4,0.0162445003942,850.4,0.020442765952,850.4,0.0149263752193,850.4,0.181524333901
851.3,0.0161893983707,851.3,0.020359689055,851.3,0.015395166281,851.3,0.17531645516
852.1,0.0161800734128,852.1,0.0197883234574,852.1,0.0147203784237,852.1,0.169050083501
853,0.0163835270381,853,0.0200095792749,853,0.01557488365,853,0.161745250629
853.8,0.016447106296,853.8,0.0199443045701,853.8,0.0155723404796,853.8,0.15383683867
854.7,0.0168218000559,854.7,0.0201248696625,854.7,0.0157520578486,854.7,0.146721895849
855.5,0.0165835897697,855.5,0.0198196892246,855.5,0.0153434551512,855.5,0.140821740715
856.4,0.0164920356383,856.4,0.0199875384655,856.4,0.0150738790977,856.4,0.134460424031
857.2,0.0161580326034,857.2,0.0199799089545,857.2,0.0150637064164,857.2,0.12830934276
858.1,0.0164920356383,858.1,0.0198001915855,858.1,0.0158665005129,858.1,0.122217602129
858.9,0.0165818943228,858.9,0.0195195951273,858.9,0.0161954172071,858.9,0.116704008884
859.8,0.0169023337826,859.8,0.0188329391419,859.8,0.0159631409849,859.8,0.1099629121
